Time,GPS_Lat,GPS_Long,CarSpeed,pBrakeF,pBrakeR,tWater,tOil,mFuelConsLap,Logger_Lap,aSteering,RPM,Gear,GPS_Speed,VBatt,rPedal,tAir,WSpeed_FL,WSpeed_FR,DistanceLap,DistanceFull,BrakeBalance,pOil,PBX_LP_Fuel_Current,
3.190,12.9998387,79.9890276,179.3,-0.2,-0.1,104.9,118.2,0.053,7,3.7,5714,5,178.0,14.41,101.7,47.7,179.3,179.2,140,1925672,-1.0,3.92,12,
3.195,12.9998387,79.9890276,179.4,-0.2,-0.1,104.9,118.2,0.053,7,3.7,5707,5,178.0,14.41,101.7,47.7,179.4,179.2,140,1925672,-1.0,3.92,12,
3.200,12.9998243,79.9890165,179.5,-0.2,-0.1,104.9,118.2,0.053,7,3.7,5702,5,179.0,14.41,101.7,47.7,179.5,179.3,140,1925672,-1.0,3.92,12,
3.205,12.9998243,79.9890165,179.5,-0.2,-0.1,104.9,118.2,0.053,7,3.7,5694,5,179.0,14.41,101.7,47.7,179.5,179.3,140,1925672,-1.0,3.92,12,
3.210,12.9998243,79.9890165,179.6,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5693,5,179.0,14.42,101.8,47.7,179.6,179.4,140,1925672,-1.0,3.92,12,
3.215,12.9998243,79.9890165,179.6,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5692,5,179.0,14.42,101.8,47.7,179.6,179.5,140,1925672,-1.0,3.92,12,
3.220,12.9998243,79.9890165,179.7,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5687,5,179.0,14.42,101.8,47.7,179.7,179.5,140,1925672,-1.0,3.92,12,
3.225,12.9998243,79.9890165,179.8,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5691,5,179.0,14.42,101.8,47.7,179.8,179.6,140,1925672,-1.0,3.92,12,
3.230,12.9998243,79.9890165,179.9,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5698,5,179.0,14.44,101.7,47.7,179.9,179.6,140,1925672,-1.0,3.92,12,
3.235,12.9998243,79.9890165,179.9,-0.2,-0.1,104.9,118.2,0.053,7,3.4,5700,5,179.0,14.44,101.7,47.7,179.9,179.7,140,1925672,-1.0,3.92,12,
3.240,12.9998098,79.9890056,179.9,-0.2,-0.1,104.7,118.8,0.054,7,3.4,5696,5,179.0,14.44,101.7,47.7,179.9,179.7,142,1925672,-1.0,3.92,12,
3.245,12.9998098,79.9890056,180.0,-0.2,-0.1,104.7,118.8,0.054,7,3.4,5696,5,179.0,14.44,101.7,47.7,180.0,179.8,142,1925672,-1.0,3.92,12,
3.250,12.9998098,79.9890056,180.1,-0.2,-0.1,104.7,118.8,0.054,7,3.7,5704,5,179.0,14.43,101.7,47.7,180.1,179.8,142,1925672,-1.0,3.92,12,
3.255,12.9998098,79.9890056,180.1,-0.2,-0.1,104.7,118.8,0.054,7,3.7,5705,5,179.0,14.43,101.7,47.7,180.1,179.9,142,1925672,-1.0,3.92,12,
3.260,12.9998098,79.9890056,180.1,-0.2,-0.1,104.7,118.8,0.054,7,3.7,5707,5,179.0,14.43,101.7,47.7,180.1,179.9,142,1925672,-1.0,3.92,12,
3.265,12.9998098,79.9890056,180.2,-0.2,-0.1,104.7,118.8,0.054,7,3.7,5709,5,179.0,14.43,101.7,47.7,180.2,179.9,142,1925672,-1.0,3.92,12,
3.270,12.9998098,79.9890056,180.2,-0.2,-0.1,104.7,118.8,0.054,7,3.9,5701,5,179.0,14.42,101.8,47.7,180.2,180.0,142,1925672,-1.0,3.93,12,
3.275,12.9998098,79.9890056,180.2,-0.2,-0.1,104.7,118.8,0.054,7,3.9,5697,5,179.0,14.42,101.8,47.7,180.2,180.1,142,1925672,-1.0,3.93,12,
3.280,12.9997952,79.9889945,180.3,-0.2,-0.1,104.7,118.8,0.054,7,3.9,5696,5,179.0,14.42,101.8,47.7,180.3,180.1,142,1925672,-1.0,3.93,12,
3.285,12.9997952,79.9889945,180.3,-0.2,-0.1,104.7,118.8,0.054,7,3.9,5691,5,179.0,14.42,101.8,47.7,180.3,180.1,142,1925672,-1.0,3.93,12,
3.290,12.9997952,79.9889945,180.4,0.1,0.1,104.8,118.5,0.055,7,4.0,5690,5,179.0,14.42,101.7,47.7,180.4,180.2,145,1925672,42.0,3.93,12,
3.295,12.9997952,79.9889945,180.4,0.1,0.1,104.8,118.5,0.055,7,4.0,5696,5,179.0,14.42,101.7,47.7,180.4,180.2,145,1925672,42.0,3.93,12,
3.300,12.9997952,79.9889945,180.4,0.1,0.1,104.8,118.5,0.055,7,4.0,5696,5,179.0,14.42,101.7,47.7,180.4,180.3,145,1925672,42.0,3.93,12,
3.305,12.9997952,79.9889945,180.5,0.1,0.1,104.8,118.5,0.055,7,4.0,5699,5,179.0,14.42,101.7,47.7,180.5,180.3,145,1925672,42.0,3.93,12,
3.310,12.9997952,79.9889945,180.5,0.1,0.1,104.8,118.5,0.055,7,3.8,5702,5,179.0,14.42,101.8,47.7,180.5,180.3,145,1925672,42.0,3.93,12,
3.315,12.9997952,79.9889945,180.6,0.1,0.1,104.8,118.5,0.055,7,3.8,5708,5,179.0,14.42,101.8,47.7,180.6,180.3,145,1925672,42.0,3.93,12,
3.320,12.9997809,79.9889835,180.6,0.1,0.1,104.8,118.5,0.055,7,3.8,5712,5,179.0,14.42,101.8,47.7,180.6,180.4,145,1925672,42.0,3.93,12,
3.325,12.9997809,79.9889835,180.6,0.1,0.1,104.8,118.5,0.055,7,3.8,5706,5,179.0,14.42,101.8,47.7,180.6,180.4,145,1925672,42.0,3.93,12,
3.330,12.9997809,79.9889835,180.7,0.1,0.1,104.8,118.5,0.055,7,3.7,5712,5,179.0,14.44,101.7,47.7,180.7,180.4,145,1925672,42.0,3.93,12,
3.335,12.9997809,79.9889835,180.7,0.1,0.1,104.8,118.5,0.055,7,3.7,5716,5,179.0,14.44,101.7,47.7,180.7,180.4,145,1925672,42.0,3.93,12,
3.340,12.9997809,79.9889835,180.7,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5718,5,179.0,14.44,101.7,47.7,180.7,180.5,147,1925672,-1.0,3.93,12,
3.345,12.9997809,79.9889835,180.7,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5718,5,179.0,14.44,101.7,47.7,180.7,180.5,147,1925672,-1.0,3.93,12,
3.350,12.9997809,79.9889835,180.8,-0.2,-0.2,105.2,118.7,0.056,7,3.8,5720,5,179.0,14.44,101.7,47.7,180.8,180.5,147,1925672,-1.0,3.93,12,
3.355,12.9997809,79.9889835,180.8,-0.2,-0.2,105.2,118.7,0.056,7,3.8,5721,5,179.0,14.44,101.7,47.7,180.8,180.5,147,1925672,-1.0,3.93,12,
3.360,12.9997663,79.9889726,180.8,-0.2,-0.2,105.2,118.7,0.056,7,3.8,5718,5,179.0,14.44,101.7,47.7,180.8,180.5,147,1925672,-1.0,3.93,12,
3.365,12.9997663,79.9889726,180.9,-0.2,-0.2,105.2,118.7,0.056,7,3.8,5722,5,179.0,14.44,101.7,47.7,180.9,180.5,147,1925672,-1.0,3.93,12,
3.370,12.9997663,79.9889726,180.9,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5730,5,179.0,14.43,101.8,47.7,180.9,180.6,147,1925672,-1.0,3.93,12,
3.375,12.9997663,79.9889726,180.9,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5731,5,179.0,14.43,101.8,47.7,180.9,180.6,147,1925672,-1.0,3.93,12,
3.380,12.9997663,79.9889726,180.9,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5732,5,179.0,14.43,101.8,47.7,180.9,180.6,147,1925672,-1.0,3.93,12,
3.385,12.9997663,79.9889726,181.0,-0.2,-0.2,105.2,118.7,0.056,7,3.7,5732,5,179.0,14.43,101.8,47.7,181.0,180.6,147,1925672,-1.0,3.93,12,
3.390,12.9997663,79.9889726,181.0,0.1,0.1,105.2,118.9,0.057,7,3.9,5737,5,179.0,14.43,101.8,47.7,181.0,180.6,150,1925682,29.5,3.93,12,
3.395,12.9997663,79.9889726,181.0,0.1,0.1,105.2,118.9,0.057,7,3.9,5739,5,179.0,14.43,101.8,47.7,181.0,180.6,150,1925682,29.5,3.93,12,
3.400,12.9997518,79.9889616,181.1,0.1,0.1,105.2,118.9,0.057,7,3.9,5742,5,180.0,14.43,101.8,47.7,181.1,180.6,150,1925682,29.5,3.93,12,
3.405,12.9997518,79.9889616,181.1,0.1,0.1,105.2,118.9,0.057,7,3.9,5744,5,180.0,14.43,101.8,47.7,181.1,180.7,150,1925682,29.5,3.93,12,
3.410,12.9997518,79.9889616,181.1,0.1,0.1,105.2,118.9,0.057,7,3.6,5750,5,180.0,14.43,101.8,47.7,181.1,180.7,150,1925682,29.5,3.93,12,
3.415,12.9997518,79.9889616,181.1,0.1,0.1,105.2,118.9,0.057,7,3.6,5752,5,180.0,14.43,101.8,47.7,181.1,180.7,150,1925682,29.5,3.93,12,
3.420,12.9997518,79.9889616,181.2,0.1,0.1,105.2,118.9,0.057,7,3.6,5757,5,180.0,14.43,101.8,47.7,181.2,180.7,150,1925682,29.5,3.93,12,
3.425,12.9997518,79.9889616,181.2,0.1,0.1,105.2,118.9,0.057,7,3.6,5758,5,180.0,14.43,101.8,47.7,181.2,180.7,150,1925682,29.5,3.93,12,
3.430,12.9997518,79.9889616,181.2,0.1,0.1,105.2,118.9,0.057,7,3.6,5757,5,180.0,14.44,101.8,47.7,181.2,180.8,150,1925682,29.5,3.92,12,
3.435,12.9997518,79.9889616,181.3,0.1,0.1,105.2,118.9,0.057,7,3.6,5756,5,180.0,14.44,101.8,47.7,181.3,180.8,150,1925682,29.5,3.92,12,
3.440,12.9997372,79.9889504,181.3,-0.1,0.1,105.3,119.1,0.058,7,3.6,5762,5,180.0,14.44,101.8,47.7,181.3,180.8,152,1925682,-1.0,3.92,12,
3.445,12.9997372,79.9889504,181.3,-0.1,0.1,105.3,119.1,0.058,7,3.6,5757,5,180.0,14.44,101.8,47.7,181.3,180.9,152,1925682,-1.0,3.92,12,
3.450,12.9997372,79.9889504,181.4,-0.1,0.1,105.3,119.1,0.058,7,3.6,5743,5,180.0,14.44,101.8,47.7,181.4,180.9,152,1925682,-1.0,3.93,12,
3.455,12.9997372,79.9889504,181.4,-0.1,0.1,105.3,119.1,0.058,7,3.6,5745,5,180.0,14.44,101.8,47.7,181.4,180.9,152,1925682,-1.0,3.93,12,
3.460,12.9997372,79.9889504,181.4,-0.1,0.1,105.3,119.1,0.058,7,3.6,5739,5,180.0,14.44,101.8,47.7,181.4,181.0,152,1925682,-1.0,3.93,12,
3.465,12.9997372,79.9889504,181.4,-0.1,0.1,105.3,119.1,0.058,7,3.6,5747,5,180.0,14.44,101.8,47.7,181.4,181.0,152,1925682,-1.0,3.93,12,
3.470,12.9997372,79.9889504,181.5,-0.1,0.1,105.3,119.1,0.058,7,3.4,5739,5,180.0,14.43,101.8,47.7,181.5,181.0,152,1925682,-1.0,3.93,12,
3.475,12.9997372,79.9889504,181.5,-0.1,0.1,105.3,119.1,0.058,7,3.4,5746,5,180.0,14.43,101.8,47.7,181.5,181.1,152,1925682,-1.0,3.93,12,
3.480,12.9997225,79.9889394,181.5,-0.1,0.1,105.3,119.1,0.058,7,3.4,5745,5,180.0,14.43,101.8,47.7,181.5,181.1,152,1925682,-1.0,3.93,12,
3.485,12.9997225,79.9889394,181.5,-0.1,0.1,105.3,119.1,0.058,7,3.4,5749,5,180.0,14.43,101.8,47.7,181.5,181.1,152,1925682,-1.0,3.93,12,
3.490,12.9997225,79.9889394,181.6,0.4,0.3,104.9,118.8,0.059,7,3.6,5745,5,180.0,14.42,101.7,47.7,181.6,181.2,155,1925682,54.6,3.94,12,
3.495,12.9997225,79.9889394,181.5,0.4,0.3,104.9,118.8,0.059,7,3.6,5746,5,180.0,14.42,101.7,47.7,181.5,181.2,155,1925682,54.6,3.94,12,
3.500,12.9997225,79.9889394,181.6,0.4,0.3,104.9,118.8,0.059,7,3.6,5748,5,180.0,14.42,101.7,47.7,181.6,181.2,155,1925682,54.6,3.94,12,
3.505,12.9997225,79.9889394,181.6,0.4,0.3,104.9,118.8,0.059,7,3.6,5751,5,180.0,14.42,101.7,47.7,181.6,181.2,155,1925682,54.6,3.94,12,
3.510,12.9997225,79.9889394,181.6,0.4,0.3,104.9,118.8,0.059,7,3.6,5756,5,180.0,14.42,101.7,47.7,181.6,181.3,155,1925682,54.6,3.94,12,
3.515,12.9997225,79.9889394,181.6,0.4,0.3,104.9,118.8,0.059,7,3.6,5758,5,180.0,14.42,101.7,47.7,181.6,181.3,155,1925682,54.6,3.94,12,
3.520,12.9997080,79.9889282,181.7,0.4,0.3,104.9,118.8,0.059,7,3.6,5755,5,181.0,14.42,101.7,47.7,181.7,181.3,155,1925682,54.6,3.94,12,
3.525,12.9997080,79.9889282,181.7,0.4,0.3,104.9,118.8,0.059,7,3.6,5757,5,181.0,14.42,101.7,47.7,181.7,181.4,155,1925682,54.6,3.94,12,
3.530,12.9997080,79.9889282,181.7,0.4,0.3,104.9,118.8,0.059,7,3.4,5758,5,181.0,14.43,101.9,47.7,181.7,181.4,155,1925682,54.6,3.94,12,
3.535,12.9997080,79.9889282,181.7,0.4,0.3,104.9,118.8,0.059,7,3.4,5761,5,181.0,14.43,101.9,47.7,181.7,181.5,155,1925682,54.6,3.94,12,
3.540,12.9997080,79.9889282,181.8,0.0,-0.2,105.2,118.8,0.060,7,3.4,5768,5,181.0,14.43,101.9,47.7,181.8,181.5,157,1925682,-1.0,3.94,12,
3.545,12.9997080,79.9889282,181.8,0.0,-0.2,105.2,118.8,0.060,7,3.4,5781,5,181.0,14.43,101.9,47.7,181.8,181.5,157,1925682,-1.0,3.94,12,
3.550,12.9997080,79.9889282,181.8,0.0,-0.2,105.2,118.8,0.060,7,3.5,5782,5,181.0,14.44,101.9,47.7,181.8,181.6,157,1925682,-1.0,3.94,12,
3.555,12.9997080,79.9889282,181.9,0.0,-0.2,105.2,118.8,0.060,7,3.5,5777,5,181.0,14.44,101.9,47.7,181.9,181.6,157,1925682,-1.0,3.94,12,
3.560,12.9996934,79.9889172,181.9,0.0,-0.2,105.2,118.8,0.060,7,3.5,5786,5,181.0,14.44,101.9,47.7,181.9,181.7,157,1925682,-1.0,3.94,12,
3.565,12.9996934,79.9889172,181.9,0.0,-0.2,105.2,118.8,0.060,7,3.5,5790,5,181.0,14.44,101.9,47.7,181.9,181.7,157,1925682,-1.0,3.94,12,
3.570,12.9996934,79.9889172,182.0,0.0,-0.2,105.2,118.8,0.060,7,3.4,5792,5,181.0,14.45,101.7,47.7,182.0,181.7,157,1925682,-1.0,3.94,12,
3.575,12.9996934,79.9889172,182.0,0.0,-0.2,105.2,118.8,0.060,7,3.4,5786,5,181.0,14.45,101.7,47.7,182.0,181.7,157,1925682,-1.0,3.94,12,
3.580,12.9996786,79.9889060,182.1,0.0,-0.2,105.2,118.8,0.060,7,3.4,5790,5,181.0,14.45,101.7,47.7,182.1,181.8,157,1925682,-1.0,3.94,12,
3.585,12.9996786,79.9889060,182.1,0.0,-0.2,105.2,118.8,0.060,7,3.4,5790,5,181.0,14.45,101.7,47.7,182.1,181.8,157,1925682,-1.0,3.94,12,
3.590,12.9996786,79.9889060,182.1,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5787,5,181.0,14.44,101.8,47.7,182.1,181.9,160,1925692,-1.0,3.95,12,
3.595,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5782,5,181.0,14.44,101.8,47.7,182.2,181.9,160,1925692,-1.0,3.95,12,
3.600,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5778,5,181.0,14.44,101.8,47.7,182.2,181.9,160,1925692,-1.0,3.95,12,
3.605,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5776,5,181.0,14.44,101.8,47.7,182.2,181.9,160,1925692,-1.0,3.95,12,
3.610,12.9996786,79.9889060,182.3,-0.1,-0.1,105.4,118.9,0.061,7,3.9,5772,5,181.0,14.42,101.7,47.7,182.3,182.0,160,1925692,-1.0,3.96,12,
3.615,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.9,5769,5,181.0,14.42,101.7,47.7,182.2,182.0,160,1925692,-1.0,3.96,12,
3.620,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.9,5768,5,181.0,14.42,101.7,47.7,182.2,182.0,160,1925692,-1.0,3.96,12,
3.625,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.9,5765,5,181.0,14.42,101.7,47.7,182.2,182.0,160,1925692,-1.0,3.96,12,
3.630,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5766,5,181.0,14.41,101.8,47.7,182.2,182.0,160,1925692,-1.0,3.96,12,
3.635,12.9996786,79.9889060,182.2,-0.1,-0.1,105.4,118.9,0.061,7,3.7,5761,5,181.0,14.41,101.8,47.7,182.2,182.0,160,1925692,-1.0,3.96,12,
3.640,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,3.7,5764,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.96,12,
3.645,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,3.7,5771,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.96,12,
3.650,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,4.0,5785,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.655,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,4.0,5789,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.660,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,4.0,5802,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.665,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,4.0,5807,5,181.0,14.41,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.670,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,3.5,5822,5,181.0,14.42,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.675,12.9996640,79.9888949,182.2,0.0,0.1,105.3,118.9,0.062,7,3.5,5836,5,181.0,14.42,101.8,47.7,182.2,182.0,162,1925692,-6.2,3.97,12,
3.680,12.9996492,79.9888837,182.2,0.0,0.1,105.3,118.9,0.062,7,3.5,5851,5,182.0,14.42,101.8,47.7,182.2,182.1,162,1925692,-6.2,3.97,12,
3.685,12.9996492,79.9888837,182.3,0.0,0.1,105.3,118.9,0.062,7,3.5,5871,5,182.0,14.42,101.8,47.7,182.3,182.1,162,1925692,-6.2,3.97,12,
3.690,12.9996492,79.9888837,182.3,0.0,0.1,104.8,118.7,0.062,7,3.7,5889,5,182.0,14.44,101.7,47.7,182.3,182.1,165,1925692,-8.0,3.96,12,
3.695,12.9996492,79.9888837,182.4,0.0,0.1,104.8,118.7,0.062,7,3.7,5900,5,182.0,14.44,101.7,47.7,182.4,182.1,165,1925692,-8.0,3.96,12,
3.700,12.9996346,79.9888727,182.4,0.0,0.1,104.8,118.7,0.062,7,3.7,5900,5,182.0,14.44,101.7,47.7,182.4,182.2,165,1925692,-8.0,3.96,12,
3.705,12.9996346,79.9888727,182.5,0.0,0.1,104.8,118.7,0.062,7,3.7,5900,5,182.0,14.44,101.7,47.7,182.5,182.3,165,1925692,-8.0,3.96,12,
3.710,12.9996346,79.9888727,182.5,0.0,0.1,104.8,118.7,0.062,7,3.7,5894,5,182.0,14.45,101.8,47.7,182.5,182.3,165,1925692,-8.0,3.97,12,
3.715,12.9996346,79.9888727,182.6,0.0,0.1,104.8,118.7,0.062,7,3.7,5886,5,182.0,14.45,101.8,47.7,182.6,182.4,165,1925692,-8.0,3.97,12,
3.720,12.9996346,79.9888727,182.7,0.0,0.1,104.8,118.7,0.062,7,3.7,5867,5,182.0,14.45,101.8,47.7,182.7,182.5,165,1925692,-8.0,3.97,12,
3.725,12.9996346,79.9888727,182.8,0.0,0.1,104.8,118.7,0.062,7,3.7,5857,5,182.0,14.45,101.8,47.7,182.8,182.5,165,1925692,-8.0,3.97,12,
3.730,12.9996346,79.9888727,182.9,0.0,0.1,104.8,118.7,0.062,7,3.6,5840,5,182.0,14.47,101.8,47.7,182.9,182.6,165,1925692,-8.0,3.98,12,
3.735,12.9996346,79.9888727,183.0,0.0,0.1,104.8,118.7,0.062,7,3.6,5817,5,182.0,14.47,101.8,47.7,183.0,182.7,165,1925692,-8.0,3.98,12,
3.740,12.9996346,79.9888727,183.1,0.1,0.2,105.0,117.9,0.063,7,3.6,5788,5,182.0,14.47,101.8,47.7,183.1,182.8,167,1925692,28.5,3.98,12,
3.745,12.9996346,79.9888727,183.1,0.1,0.2,105.0,117.9,0.063,7,3.6,5775,5,182.0,14.47,101.8,47.7,183.1,183.0,167,1925692,28.5,3.98,12,
3.750,12.9996346,79.9888727,183.2,0.1,0.2,105.0,117.9,0.063,7,3.8,5765,5,182.0,14.47,101.7,47.7,183.2,183.0,167,1925692,28.5,3.98,12,
3.755,12.9996346,79.9888727,183.3,0.1,0.2,105.0,117.9,0.063,7,3.8,5759,5,182.0,14.47,101.7,47.7,183.3,183.1,167,1925692,28.5,3.98,12,
3.760,12.9996198,79.9888614,183.4,0.1,0.2,105.0,117.9,0.063,7,3.8,5756,5,182.0,14.47,101.7,47.7,183.4,183.2,167,1925692,28.5,3.98,12,
3.765,12.9996198,79.9888614,183.5,0.1,0.2,105.0,117.9,0.063,7,3.8,5757,5,182.0,14.47,101.7,47.7,183.5,183.3,167,1925692,28.5,3.98,12,
3.770,12.9996198,79.9888614,183.5,0.1,0.2,105.0,117.9,0.063,7,3.8,5762,5,182.0,14.47,101.8,47.7,183.5,183.3,167,1925692,28.5,3.98,12,
3.775,12.9996198,79.9888614,183.6,0.1,0.2,105.0,117.9,0.063,7,3.8,5777,5,182.0,14.47,101.8,47.7,183.6,183.4,167,1925692,28.5,3.98,12,
3.780,12.9996198,79.9888614,183.7,0.1,0.2,105.0,117.9,0.063,7,3.8,5790,5,182.0,14.47,101.8,47.7,183.7,183.4,167,1925692,28.5,3.98,12,
3.785,12.9996198,79.9888614,183.7,0.1,0.2,105.0,117.9,0.063,7,3.8,5807,5,182.0,14.47,101.8,47.7,183.7,183.5,167,1925692,28.5,3.98,12,
3.790,12.9996198,79.9888614,183.8,0.4,0.4,105.1,118.3,0.064,7,3.9,5820,5,182.0,14.44,101.8,47.7,183.8,183.5,170,1925702,46.7,3.98,12,
3.795,12.9996198,79.9888614,183.8,0.4,0.4,105.1,118.3,0.064,7,3.9,5822,5,182.0,14.44,101.8,47.7,183.8,183.6,170,1925702,46.7,3.98,12,
3.800,12.9996051,79.9888502,183.8,0.4,0.4,105.1,118.3,0.064,7,3.9,5812,5,183.0,14.44,101.8,47.7,183.8,183.6,170,1925702,46.7,3.98,12,
3.805,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.9,5804,5,183.0,14.44,101.8,47.7,183.9,183.6,170,1925702,46.7,3.98,12,
3.810,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5798,5,183.0,14.42,101.8,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.815,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5794,5,183.0,14.42,101.8,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.820,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5788,5,183.0,14.42,101.8,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.825,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5789,5,183.0,14.42,101.8,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.830,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5784,5,183.0,14.42,101.9,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.835,12.9996051,79.9888502,183.9,0.4,0.4,105.1,118.3,0.064,7,3.6,5782,5,183.0,14.42,101.9,47.7,183.9,183.6,170,1925702,46.7,3.97,12,
3.840,12.9995903,79.9888389,183.9,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5782,5,183.0,14.42,101.9,47.7,183.9,183.6,172,1925702,-1.0,3.97,12,
3.845,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5782,5,183.0,14.42,101.9,47.7,183.8,183.5,172,1925702,-1.0,3.97,12,
3.850,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5794,5,183.0,14.43,101.8,47.7,183.8,183.5,172,1925702,-1.0,3.96,12,
3.855,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5809,5,183.0,14.43,101.8,47.7,183.8,183.5,172,1925702,-1.0,3.96,12,
3.860,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5824,5,183.0,14.43,101.8,47.7,183.8,183.5,172,1925702,-1.0,3.96,12,
3.865,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.6,5831,5,183.0,14.43,101.8,47.7,183.8,183.5,172,1925702,-1.0,3.96,12,
3.870,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.9,5850,5,183.0,14.45,101.7,47.7,183.8,183.4,172,1925702,-1.0,3.97,12,
3.875,12.9995903,79.9888389,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.9,5869,5,183.0,14.45,101.7,47.7,183.8,183.4,172,1925702,-1.0,3.97,12,
3.880,12.9995755,79.9888278,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.9,5886,5,183.0,14.45,101.7,47.7,183.8,183.4,172,1925702,-1.0,3.97,12,
3.885,12.9995755,79.9888278,183.8,-0.2,-0.2,105.1,118.1,0.065,7,3.9,5898,5,183.0,14.45,101.7,47.7,183.8,183.4,172,1925702,-1.0,3.97,12,
3.890,12.9995755,79.9888278,183.8,0.0,-0.2,105.1,117.9,0.066,7,4.1,5927,5,183.0,14.47,101.8,47.7,183.8,183.4,175,1925702,-1.0,3.98,12,
3.895,12.9995755,79.9888278,183.8,0.0,-0.2,105.1,117.9,0.066,7,4.1,5955,5,183.0,14.47,101.8,47.7,183.8,183.5,175,1925702,-1.0,3.98,12,
3.900,12.9995755,79.9888278,183.8,0.0,-0.2,105.1,117.9,0.066,7,4.1,5978,5,183.0,14.47,101.8,47.7,183.8,183.5,175,1925702,-1.0,3.98,12,
3.905,12.9995755,79.9888278,183.8,0.0,-0.2,105.1,117.9,0.066,7,4.1,5989,5,183.0,14.47,101.8,47.7,183.8,183.5,175,1925702,-1.0,3.98,12,
3.910,12.9995755,79.9888278,183.9,0.0,-0.2,105.1,117.9,0.066,7,4.1,6010,5,183.0,14.47,101.8,47.8,183.9,183.5,175,1925702,-1.0,3.98,12,
3.915,12.9995755,79.9888278,183.9,0.0,-0.2,105.1,117.9,0.066,7,4.1,6014,5,183.0,14.47,101.8,47.8,183.9,183.5,175,1925702,-1.0,3.98,12,
3.920,12.9995607,79.9888165,183.9,0.0,-0.2,105.1,117.9,0.066,7,4.1,6015,5,183.0,14.47,101.8,47.8,183.9,183.6,175,1925702,-1.0,3.98,12,
